Console output now writes to ColorDTest.txt and can be found at /home/pi/Chromostat/ColorDTest.txt

To change output to a file, press o
To return to this screen press h
To set gain value press g
To run color sensor press r
To run color sensor in manual mode press m
To reset file output, type reset
To view current settings, press v
To reset all settings, type resetAll
To set remove all unwanted lines from file, press c
To toggle light press l
To compete strains, type compete


Mode  Time  Red  Green  Blue
T     2725     62   1361   1285
T     2726     62   1361   1286
T     2727     63   1362   1287
T     2728     62   1361   1286
T     2729     63   1362   1287
T     2730     63   1361   1286
T     2731     63   1362   1287
T     2732     63   1361   1286
T     2733     64   1362   1287
T     2734     63   1361   1286
T     2735     63   1362   1287
T     2736     63   1361   1285
T     2737     64   1363   1287
T     2738     63   1362   1285
T     2739     63   1361   1286
T     2740     63   1361   1285
T     2741     63   1362   1284
T     2742     64   1362   1284
T     2743     64   1362   1284
T     2744     65   1363   1285
T     2745     64   1363   1284
T     2746     64   1363   1284
T     2747     65   1363   1285
T     2748     65   1363   1285
T     2749     65   1363   1285
T     2750     66   1365   1286
T     2751     65   1363   1284
T     2752     65   1363   1284
T     2753     65   1363   1284
T     2754     67   1366   1286
T     2755     66   1364   1284
T     2756     66   1364   1284
T     2757     66   1364   1284
T     2758     65   1364   1283
T     2759     66   1364   1283
T     2760     67   1366   1285
T     2761     65   1364   1282
T     2762     65   1364   1282
T     2763     66   1364   1282
T     2764     65   1362   1287
T     2765     66   1364   1282
T     2766     67   1365   1283
T     2767     67   1365   1282
T     2768     67   1365   1282
T     2769     67   1365   1282
T     2770     67   1364   1281
T     2771     67   1365   1281
T     2772     67   1365   1281
T     2773     67   1365   1281
T     2774     67   1365   1281
T     2775     67   1365   1281
T     2776     68   1365   1282
T     2777     68   1366   1282
T     2778     69   1366   1282
T     2779     70   1368   1284
T     2780     69   1367   1282
T     2781     69   1367   1282
T     2782     69   1367   1282
T     2783     70   1368   1282
T     2784     69   1367   1282
T     2785     69   1367   1282
T     2786     69   1367   1281
T     2787     69   1367   1282
T     2788     70   1367   1281
T     2789     70   1368   1282
T     2790     70   1368   1281
T     2791     70   1368   1281
T     2792     70   1368   1281
T     2793     71   1369   1283
T     2794     70   1368   1281
T     2795     71   1369   1282
T     2796     71   1368   1281
T     2797     71   1369   1282
T     2798     70   1368   1280
T     2799     72   1370   1283
T     2800     71   1368   1281
T     2801     71   1369   1281
T     2802     71   1369   1281
T     2803     71   1369   1281
T     2804     71   1369   1281
T     2805     71   1369   1281
T     2806     72   1370   1282
T     2807     72   1369   1282
T     2808     73   1371   1284
T     2809     72   1370   1281
T     2810     73   1370   1283
T     2811     71   1369   1281
T     2812     72   1369   1280
T     2813     71   1369   1280
T     2814     72   1370   1281
T     2815     73   1370   1280
T     2816     73   1371   1281
T     2817     74   1372   1283
T     2818     73   1370   1281
T     2819     74   1372   1283
T     2820     73   1371   1281
T     2821     74   1372   1283
T     2822     74   1371   1282
T     2823     74   1372   1283
T     2824     73   1371   1281
T     2825     73   1371   1281
T     2826     73   1371   1281
T     2827     73   1371   1281
T     2828     73   1371   1281
T     2829     73   1371   1281
T     2830     74   1373   1283
T     2831     73   1371   1281
T     2832     74   1372   1282
T     2833     73   1371   1281
T     2834     75   1374   1283
T     2835     73   1372   1282
T     2836     74   1372   1281
T     2837     73   1371   1281
T     2838     73   1371   1281
T     2839     74   1372   1281
T     2840     74   1372   1281
T     2841     75   1373   1282
T     2842     74   1373   1281
T     2843     75   1373   1282
T     2844     75   1374   1282
T     2845     77   1375   1285
T     2846     75   1373   1283
T     2847     76   1375   1285
T     2848     75   1374   1282
T     2849     76   1374   1283
T     2850     76   1374   1283
T     2851     76   1374   1282
T     2852     76   1374   1282
T     2853     77   1375   1284
T     2854     76   1374   1282
T     2855     76   1375   1283
T     2856     76   1374   1282
T     2857     77   1376   1283
T     2858     76   1374   1282
T     2859     76   1374   1282
T     2860     76   1375   1282
T     2861     76   1375   1281
T     2862     76   1375   1282
T     2863     76   1375   1282
T     2864     76   1375   1282
T     2865     76   1375   1282
T     2866     78   1376   1284
T     2867     76   1375   1282
T     2868     78   1376   1284
T     2869     76   1375   1282
T     2870     77   1375   1283
T     2871     76   1374   1283
T     2872     77   1376   1285
T     2873     76   1375   1283
T     2874     76   1375   1283
T     2875     76   1375   1283
T     2876     76   1374   1283
T     2877     76   1375   1283
T     2878     76   1375   1284
T     2879     76   1375   1283
T     2880     76   1376   1284
T     2881     77   1376   1286
T     2882     77   1375   1284
T     2883     76   1376   1285
T     2884     77   1376   1285
T     2885     78   1377   1286
T     2886     77   1377   1284
T     2887     77   1376   1285
T     2888     77   1376   1285
T     2889     78   1377   1286
T     2890     77   1376   1285
T     2891     79   1378   1287
T     2892     78   1377   1286
T     2893     78   1377   1286
T     2894     78   1377   1285
T     2895     78   1377   1286
T     2896     78   1377   1286
T     2897     79   1379   1286
T     2898     79   1377   1286
T     2899     79   1378   1285
T     2900     79   1378   1286
T     2901     79   1378   1286
T     2902     79   1379   1286
T     2903     79   1379   1286
T     2904     79   1379   1286
T     2905     79   1379   1286
T     2906     79   1379   1286
T     2907     80   1379   1286
T     2908     80   1381   1288
T     2909     80   1380   1287
T     2910     80   1381   1288
T     2911     80   1380   1287
T     2912     81   1380   1288
T     2913     80   1380   1287
T     2914     81   1381   1289
T     2915     80   1380   1287
T     2916     81   1381   1289
T     2917     80   1381   1288
T     2918     82   1382   1289
T     2919     80   1381   1287
T     2920     81   1380   1287
T     2921     81   1381   1286
T     2922     81   1381   1286
T     2923     81   1382   1286
T     2924     81   1382   1286
T     2925     82   1383   1288
T     2926     81   1381   1286
T     2927     82   1383   1288
T     2928     81   1381   1286
T     2929     82   1382   1286
T     2930     81   1382   1285
T     2931     83   1383   1287
T     2932     82   1382   1286
T     2933     83   1384   1288
T     2934     82   1382   1285
T     2935     82   1383   1285
T     2936     82   1383   1285
T     2937     83   1384   1287
T     2938     82   1383   1285
T     2939     82   1383   1285
T     2940     82   1383   1285
T     2941     83   1385   1286
T     2942     82   1384   1285
T     2943     83   1385   1286
T     2944     82   1383   1285
T     2945     84   1385   1287
T     2946     82   1384   1284
T     2947     83   1386   1286
T     2948     83   1385   1284
T     2949     83   1386   1286
T     2950     83   1384   1284
T     2951     84   1386   1287
T     2952     83   1385   1284
T     2953     83   1385   1284
T     2954     84   1385   1285
T     2955     84   1386   1286
T     2956     84   1385   1285
T     2957     83   1386   1285
T     2958     84   1386   1285
T     2959     85   1387   1286
T     2960     84   1386   1285
T     2961     84   1386   1285
T     2962     84   1386   1285
T     2963     85   1387   1285
T     2964     85   1387   1286
T     2965     85   1387   1285
T     2966     85   1387   1286
T     2967     85   1388   1286
T     2968     86   1389   1288
T     2969     85   1388   1286
T     2970     86   1388   1287
T     2971     85   1388   1286
T     2972     87   1390   1287
T     2973     86   1388   1286
T     2974     87   1390   1288
T     2975     86   1389   1286
T     2976     87   1389   1286
T     2977     87   1389   1286
T     2978     87   1390   1288
T     2979     87   1390   1286
T     2980     87   1390   1286
T     2981     87   1390   1287
T     2982     87   1390   1286
T     2983     87   1390   1286
T     2984     87   1391   1286
T     2985     88   1390   1287
T     2986     87   1390   1287
T     2987     88   1392   1289
T     2988     87   1391   1287
T     2989     88   1392   1289
T     2990     87   1391   1287
T     2991     88   1392   1289
T     2992     88   1391   1288
T     2993     89   1392   1290
T     2994     88   1392   1288
T     2995     88   1392   1287
T     2996     88   1392   1288
T     2997     88   1392   1288
T     2998     88   1392   1288
T     2999     88   1392   1288
T     3000     88   1392   1287
T     3001     89   1393   1289
T     3002     88   1392   1286
T     3003     89   1393   1287
T     3004     88   1393   1287
T     3005     89   1394   1288
T     3006     88   1393   1287
T     3007     88   1393   1287
T     3008     88   1393   1287
T     3009     89   1394   1287
T     3010     88   1393   1287
T     3011     89   1393   1287
T     3012     89   1393   1287
T     3013     89   1394   1287
T     3014     89   1393   1287
T     3015     89   1394   1287
T     3016     89   1393   1288
T     3017     89   1394   1287
T     3018     89   1394   1287
T     3019     89   1394   1288
T     3020     89   1395   1289
T     3021     89   1394   1289
T     3022     90   1397   1287
T     3023     89   1394   1290
T     3024     89   1395   1290
T     3025     89   1395   1289
T     3026     90   1396   1292
T     3027     89   1395   1290
T     3028     89   1394   1290
T     3029     89   1395   1290
T     3030     89   1396   1291
T     3031     89   1395   1290
T     3032     90   1396   1292
T     3033     90   1396   1290
T     3034     90   1396   1291
T     3035     90   1396   1291
T     3036     90   1396   1292
T     3037     90   1396   1291
T     3038     90   1397   1291
T     3039     90   1397   1291
T     3040     91   1397   1291
T     3041     91   1397   1291
T     3042     91   1397   1292
T     3043     91   1397   1291
T     3044     91   1397   1292
T     3045     91   1397   1292
T     3046     91   1398   1292
T     3047     91   1398   1292
T     3048     91   1398   1292
T     3049     91   1398   1292
T     3050     91   1399   1292
T     3051     92   1399   1292
T     3052     91   1398   1292
T     3053     91   1398   1292
T     3054     92   1398   1292
T     3055     92   1399   1294
T     3056     92   1399   1293
T     3057     92   1399   1293
T     3058     92   1399   1293
T     3059     92   1399   1293
T     3060     92   1399   1293
T     3061     93   1401   1294
T     3062     93   1400   1293
T     3063     151   1458   1307
T     3064     148   1457   1304
T     3065     146   1457   1304
T     3066     144   1455   1303
T     3067     143   1454   1302
T     3068     142   1454   1302
